id,created_at,text,user_id,user_name,user_screenname
957320558382911489,Sat Jan 27 18:33:01 +0000 2018,@MarcoCantamessa @Justkekm_su @s_parisi https://t.co/khhM3aWrgI,2802154698,sartirani marco udc,MarcoUdc
957321435743072257,Sat Jan 27 18:36:31 +0000 2018,"RT @StormResist: 🚨 Russia 🚨 
So if you think the Russian influence on our electoral process was limited Facebook and twitter ads, think aga…",4826677880,(((Barbara B))),BarbB0925
957319845049225216,Sat Jan 27 18:30:11 +0000 2018,Join us downtown this evening for dinner! Try our new Bourbon Apple Pork Chops or another delicious menu item!… https://t.co/gghTiu0gCD,834797165897773056,Bulls And Bears,BullsBearsMD
957320916840497152,Sat Jan 27 18:34:27 +0000 2018,RT @ColleenOwens4: #UPDATE click link and look at Frosty now 😍 RESCUED by Leave No Paws Behind ❤🐶❤ thank you for your rts 😇 https://t.co/Qj…,2903997122,GMR,gregmroscoe
957320687848382470,Sat Jan 27 18:33:32 +0000 2018,unknown: Charizard TTH: 11:01:00am [27m 34s] https://t.co/B4tt8wIvf4 | https://t.co/asp7eDUgsT,833034223908818944,PoGo El Cajon,PoGoElCajon
957316385482399746,Sat Jan 27 18:16:27 +0000 2018,bicho as vezes eu to escrevendo e me da uns puta branco e eu esqueço até como escreve a palavra mais fácil do mundo… https://t.co/MIydXdouxR,804082338858729472,ؘ,thoriginals
957318960428519424,Sat Jan 27 18:26:40 +0000 2018,Paul Ryan congratulates himself for using children’s health care as a political weapon - ThinkProgress… https://t.co/xYwt9Wu5dQ,825009467808899072,Jack Dainty,JDwncDem
957317477612113923,Sat Jan 27 18:20:47 +0000 2018,RT @bianesn: Ele nem sabe que eu já descobri tudo. Deixou o face dele aberto no meu celular pelo Google e eu nem sabia por acaso fui mexer…,918475012281196545,ISABELLA,Babyzinhaup
957320120380116992,Sat Jan 27 18:31:17 +0000 2018,RT @Slumpyohoe: Best sound plug on the internet who fucking with the Gawd 🙏🏽 https://t.co/8dIagYOfUC,2963086413,Plugin God,PluginGodz
957316708229824512,Sat Jan 27 18:17:43 +0000 2018,"https://t.co/I54TAMeGEg
주엽",792619136928976897,이태현,grlaix
957319328696762368,Sat Jan 27 18:28:08 +0000 2018,RT @maggiesdays: Cold War continues https://t.co/gpzBSOhI2g,941354286872702978,C Denny,cookiebandit44
957321772378021888,Sat Jan 27 18:37:51 +0000 2018,https://t.co/Yp1CsT6hPZ https://t.co/URmV4IIdg6,69314941,CaxiasDigital,caxiasdigital
957316418588069894,Sat Jan 27 18:16:34 +0000 2018,"RT @liuba4congress: One year ago, @RepPeteKing called his constituents “stupid” “vile” “morons.” When I called his office for an apology, I…",937153913693851648,Psylocke,AmaClete
957315018390843392,Sat Jan 27 18:11:01 +0000 2018,"Jesus, no. What the hell are you doing with your life if you're buying apps for Windows Phone in 2018!

""Chime in:… https://t.co/s6OeMI1FEP",63130467,Barry Weston,barryweston
957320086733447168,Sat Jan 27 18:31:09 +0000 2018,"【最新キレイ情報】 This RSS feed URL is deprecated - This RSS feed URL is deprecated, please update. New URLs can be found i… https://t.co/iOzigkM6Ze",2295259842,beauty_love_xx,beauty_love_xx
957318450053046272,Sat Jan 27 18:24:39 +0000 2018,RT @dexilemeis: NO!!!! THEYRE NOT!! It’s literally SO easy to google this and see that the doctor who published that study LITERALLY ADMITT…,3011127778,Liv Jett,livjett
957318772573978625,Sat Jan 27 18:25:56 +0000 2018,RT @kowit_ThaiPBS: “ยายสมปอง” ยาย”น้องมายด์” นร. รร.เรยีนาฯ จ.เชียงใหม่ ที่จมน้ำและกลายเป็นเจ้าหญิงนิทรานานกว่า 6 ปี ทุกวันนี้ยายต้องทำขนมเ…,629192961,เมียน้อยแรปเปอร์ ♡,fvipvvinneryg
957320769368920069,Sat Jan 27 18:33:52 +0000 2018,I posted a new video to Facebook https://t.co/IEfQZJDPAQ,260943137,SpectrumSURF Channel,OceanicSURF
957317112313282561,Sat Jan 27 18:19:20 +0000 2018,"RT @media_afak: خطيب جمعة #عفك : التضليل الإعلامي غيب الدور الإنساني والأخلاقي للزهراء "" عليها السلام ""
#الاستاذ_المحقق_يزيل_الغموض
https:/…",851723110168616960,هدى البابلي,tAqrqujnq2yriqV
957319980755791872,Sat Jan 27 18:30:44 +0000 2018,I posted a new video to Facebook https://t.co/Baa1SezwNv,341821125,MARCIANO SALINAS,MarcianoSalinas
957321070729670656,Sat Jan 27 18:35:04 +0000 2018,"RT @zllktlr: İSTANBUL//SISLI//TASMALI ALMAN KURDU BULUNDU #ACİLSAHİBİ VEYA YENI #YUVAARIYORUZ
0532 441 86 00  https://t.co/pE4NMzfQ8y https…",2244492123,canBEcan,1canBEcan
957317880965672960,Sat Jan 27 18:22:23 +0000 2018,Frigorífico @DonSilvioFrigo te da la #Oportunidad de #PARTICIPAR de nuestro Gran #PREMIO &gt; 1 #HornoElectrico ATMA.… https://t.co/AqwxMLGusS,163516788,Los Restaurantes ®,LosResto
957318782988509184,Sat Jan 27 18:25:58 +0000 2018,"RT @meechonmars: Parked Car Conversations
Play on low and get lost in convo with yo shawty.

Apple:
https://t.co/2C5b5qR7hh

Spotify: https…",708186819,goodforyouwentgold.,Aniyhaaa__
957315516552511488,Sat Jan 27 18:12:59 +0000 2018,unknown: Larvitar TTH: 10:42:35am [29m 41s] https://t.co/rmL1IfUQFv | https://t.co/8hZ5grXhtS,783084516017528832,PoGo Paradise Hills,PoGoPH
957317509526499328,Sat Jan 27 18:20:55 +0000 2018,https://t.co/YAgMeDtqF0 https://t.co/4hKkdat13x,1398788924,Дина Рахманова,63Alta
957320592201605120,Sat Jan 27 18:33:09 +0000 2018,RT @kubernan: Windows 10 photo app updates with a ‘Choose a star’ auto-generated video feature https://t.co/ZhPQCrj1nV #Microsoft,957315229930676229,Tawanda Mallonee,TawandaMallone3
957317474999046144,Sat Jan 27 18:20:46 +0000 2018,"RT @Media_alkut: #الأستاذُ_المحققُ_يكشفُ_الانحرافَ
إقامة صلاة العشاءين بإمامة الأخ المؤمن علي الشريفي
https://t.co/iYQpTsU7a8 https://t.co/…",798592125256482820,سيف البصراوي,G74Zx12ogLtriuU
957314089218379776,Sat Jan 27 18:07:19 +0000 2018,"RT @q3sk_dizi: مسلسل جوليزار الحلقة 1 مترجمة للعربية

Opload

https://t.co/QlUKjuzfT5

VIDBOM

https://t.co/t9vAvYLc64

GOOGLE DRIVE

https…",948361101145763841,Asli.3sk,turklsh_tv11
957320955864346625,Sat Jan 27 18:34:36 +0000 2018,"@KimLenaJinn JIN's new TVCF from SMART's YouTube &amp; FB  &amp; INS🙇 Plz Stream it &amp; like it 🙇
https://t.co/wyDHGX7lBC… https://t.co/oHgx6fQ3TO",721641075077591041,Ponylin,Ponylin4
957321527980101632,Sat Jan 27 18:36:53 +0000 2018,RT @mrafael70: 🎥 Iniciamos 11va gran audiencia de avance y seguimiento de obras.  Síguelo en vivo por #FacebookLive 👉🏽 https://t.co/UtRt9vh…,234727677,Yenny Reina,Yenny_reina
957321331347021824,Sat Jan 27 18:36:06 +0000 2018,#HomePod — Bass — #Apple https://t.co/Wtv1LmDDAD via @YouTube,3032257431,Simo,Sim0ne72
957319282517528576,Sat Jan 27 18:27:57 +0000 2018,I posted a new video to Facebook https://t.co/XnREhwmAKK,3000097604,desialarmege.com,desialarm35
957318818493157377,Sat Jan 27 18:26:07 +0000 2018,Rancho PQ: Larvitar TTH: 10:56:01am [29m 58s] https://t.co/ViQ5qult7m | https://t.co/hazv3pdIMk,823318881829679104,PoGo RanchoPQ,PoGoRanchoPQ
957321142901137409,Sat Jan 27 18:35:21 +0000 2018,"RT @johnantifas: Live in or near Bolton?  Want to stop Brexit?  Try joining the ""Bolton for EU"" facebook group.  We aim to meet to organise…",747745989482647552,Judith Walsh#FBPE#WATON,WalshHeyjude
957317976994152448,Sat Jan 27 18:22:46 +0000 2018,RT @caitoz: Talking about potential 2020 candidates without first addressing the fact that the DNC rigs primaries and sabotages progressive…,3222869722,Miles George,mg7005
957320065686228992,Sat Jan 27 18:31:04 +0000 2018,"RT @CNN: This May 2016 protest in Houston, Texas, was organized by Russian trolls. The troll group promoted and organized two opposing even…",1334831228,Messenger of Fate,GolfTrendz
957318984952578049,Sat Jan 27 18:26:46 +0000 2018,"RT @NamiKim_DogsSK: Join the leafleting event in #SanFrancisco and help #SaveKoreanDogs 

📅Saturday February 24th
 
ℹ️https://t.co/0ArNi8uf…",283016943,Pinelopi Demetriadou,PinelopiD7
957315407559385090,Sat Jan 27 18:12:33 +0000 2018,"RT @ReneeEntress: #NewRelease #99c | All of You by @LindsayDetwiler  is LIVE!
US: https://t.co/YeYWwICtjX
UK: https://t.co/5P6WN5MnHR
CA: h…",1614954116,Give Me Books,GiveMeBooksBlog
957318596706811904,Sat Jan 27 18:25:14 +0000 2018,"RT @reaISeanHannity: Mark Zuckerberg is preventing me from logging into my Facebook. 

Stay tuned.

#HannityIsBack 

#ReleaseTheMemo https:…",21771686,J-sue2U,Jsue2U
957317445152198656,Sat Jan 27 18:20:39 +0000 2018,"RT @mvasey: Microsoft's AI Image Generator Construct Life-Like Pictures ""Pixel By Pixel"" https://t.co/kgGvJizByR #Microsoft #IoT #Cloud #AI…",3227786766,Lindy Randall,Linda2_Randall
957320943570845696,Sat Jan 27 18:34:33 +0000 2018,RT @kowit_ThaiPBS: “ยายสมปอง” ยาย”น้องมายด์” นร. รร.เรยีนาฯ จ.เชียงใหม่ ที่จมน้ำและกลายเป็นเจ้าหญิงนิทรานานกว่า 6 ปี ทุกวันนี้ยายต้องทำขนมเ…,852914968953364481,เราไงเราเอง🐧🙏ต้องได้บัตรคอน4ไม่นกนะสาธุ,nardtaya01
957316130141597696,Sat Jan 27 18:15:26 +0000 2018,"RT @btschartdata: 🇺🇸iTunes US:

#115 @BTS_twt - MIC Drop (feat. Desiigner) [Steve Aoki Remix] [+12]

#BTSARMY #BestFanArmy #iHeartAwards
ht…",901604608178606081,Dessy 🖤⚪️💜 LOVE MYSELF,Desperatoxic
957315562551439360,Sat Jan 27 18:13:10 +0000 2018,google「スホマの位置情報オフでも間違って情報収集してたわ、すまんなｗｗｗ」 https://t.co/ZBi7upJaOK,935521351946792960,島崎遥香ｽｷ♪,sed9literary
957314434459947008,Sat Jan 27 18:08:41 +0000 2018,RT @AllyBrooke: PERFECT IS OUT NOW ON ITUNES!!!!!!!!!!!!!! Oh my gOSH I CANT BELIEVE IT!!! This song has a message that is close to my hear…,226679316,Kendrix,KendrixG6
957317648831873025,Sat Jan 27 18:21:28 +0000 2018,"RT @ArizonaKayte: Congressional #Dems Lied Again: “ #Collusion ” Conspiracy Crumbles After #Facebook Finds No Link Between #Russian Ads, #T…",164328492,Barry Gartman,barrygartman
957318415278051333,Sat Jan 27 18:24:30 +0000 2018,"RT @dinallycat_: @AllyBrooke @topicmusictv This work, this song, this video... is so emotional for me, I have identified so much with the l…",341257703,gabi. #PERFECT,dinallycat_
957319331251187713,Sat Jan 27 18:28:09 +0000 2018,Apple touts HomePod sound quality in first collection of ads [Videos] https://t.co/y1TMVRkKb4,37422915,Chrisdenard,iSc01
957315734756995072,Sat Jan 27 18:13:51 +0000 2018,RT @kurteichenwald: Please ignore people who got their “medical degrees” from the Univerity of Google. All medications have side effects. T…,4161801792,LAM,21sunshine64
957316607877017601,Sat Jan 27 18:17:20 +0000 2018,Google Cloud Storage on a shoestring budget #cloud #storage https://t.co/EfwAuRsOfn,931996276144689157,barclay,ltdbarkley
957317940898082816,Sat Jan 27 18:22:37 +0000 2018,RT @team_mcclean: A little update on Ethan’s medical appointment yesterday. Many thx to all that sent good wishes xx https://t.co/t4PhrDL1O6,2172264222,Amie McClean,AmieMcClean
957318612901122048,Sat Jan 27 18:25:18 +0000 2018,"RT @CNN: This May 2016 protest in Houston, Texas, was organized by Russian trolls. The troll group promoted and organized two opposing even…",39187054,Daryl,JustLikeDurrell
957314678429859840,Sat Jan 27 18:09:40 +0000 2018,MASAKI YODA -君へ向けての手紙- on #iTunes https://t.co/sTPWGSjYKP #Japón #escuchar #Japón #información 03^_^,416383737,bot_mars,LABEL_MARS_BOT
957316566030282752,Sat Jan 27 18:17:10 +0000 2018,"RT @TyranitarBot: Larvitar (♀) (IV: 100%, CP: 749, LVL: 29, DSP: 58m 51s)
[San Ramon, California, US]
https://t.co/jZ0RxGC2Wt
37.76937,-121…",908982954642173952,Jio sponsored raids,PGRaidLeader
957320869834981376,Sat Jan 27 18:34:16 +0000 2018,"📈 Más de 5000 búsquedas en Google México, han convertido a ""Valencia vs Real Madrid"" en tendencia https://t.co/EWnyM0mqHc",1181997601,Trendinalia México,trendinaliaMX
957318145399775233,Sat Jan 27 18:23:26 +0000 2018,"RT @Govindatune: #friday PLEASE ENJOY, LIKE AND SHARE :
https://t.co/U321NszLJk
IT IS TIME TO INVITE YOUR FRIENDS HERE:
https://t.co/NP4JCj…",851181283929731072,govinda,Govindatune
957316112344952832,Sat Jan 27 18:15:21 +0000 2018,"RT @ToffeeApple23: [Trans] 260118 GMMTV Live 

“OffGun is real”

▶️ https://t.co/GcmQ39hsdK

#SotusSnationYfanmeeting 
#sotusSnationYxHatya…",744355855,Nadeareeya,Areareya
957318756707037186,Sat Jan 27 18:25:52 +0000 2018,"RT @aboutdfir: Had a great time on the Forensic Lunch with David Cowen and friends discussing ""Forensically Sound Incident Response in Micr…",16493532,Dan (4n6k) 🇺🇸,4n6k
957318010968080385,Sat Jan 27 18:22:54 +0000 2018,"RT @MargalidaVicens: La #Madre puede modificar la información genética del #hijo, aun cuando el óvulo es de una donante o entre gestante su…",3921560968,SBGO,ginebalear
957320152911155200,Sat Jan 27 18:31:25 +0000 2018,"RT @mmpadellan: How to watch this year's State of the Union address: DON'T.

Seriously, deny that ratings WHORE trumplethinskin.

Turn ur T…",1626704592,Kosito,KaribbeanKarma
957317050967515139,Sat Jan 27 18:19:05 +0000 2018,"Che cuando van a crear algo que responda los mensajes que tu familia te manda por Facebook/wpp pagaría lo que sea, cosa difícil che",2538083551,daro,darigior
957318546027139072,Sat Jan 27 18:25:02 +0000 2018,RT @RVAwonk: NEW: Mueller's team has interviewed Facebook staff associated with Trump's 2016 campaign as part of Russia probe https://t.co/…,893290253724897281,Lynn Rescino,rescino_lynn
957319972824297472,Sat Jan 27 18:30:42 +0000 2018,☵MASAKI YODA -imageing- https://t.co/7ycIP2eQUt #音樂 #Japan #information,453780255,Channel MARS,Channel_MARS
957321065696514048,Sat Jan 27 18:35:02 +0000 2018,RT @gilli5: HELP SENIOR WILL DIE!! 🙏🏻❤️🙏🏻❤️🙏🏻❤️🙏🏻 https://t.co/JwenGP4vgX,4727148435,Moishe's Mom,WynneGuglielmo
957319735510581248,Sat Jan 27 18:29:45 +0000 2018,"RT @aliamjadrizvi: And here we go again with @Facebook's bans on ex-Muslim women, this time Yasmine Mohammed, who was forced into a marriag…",384346094,Complete Culture,CompleteCulture
957317363703087104,Sat Jan 27 18:20:20 +0000 2018,RT @DNCENewsUpdates: NEW MUSIC!! Check out @DNCE’s new song “Dance” on iTunes now!!! https://t.co/Mh3x7kieo7,3319246418,*,fckngloneIy
957315236511481857,Sat Jan 27 18:11:53 +0000 2018,"RT @ConfessionsExMu: I’m banned from posting anything on my @facebook account for 24hrs. 

Spew garbage in a mosque all you want, but don’t…",2886855445,NOT Daxx Garman,YourBoyDaxx
957317845653819393,Sat Jan 27 18:22:15 +0000 2018,"@AMike4761 @pepegazebo Enough said. Just google Great walls thru history. China, Vatican, Nicaragua, Korea not to m… https://t.co/5u8Nq9ccJY",22839594,Gary Fosburg,EnergyLottery
957317687373451270,Sat Jan 27 18:21:37 +0000 2018,"Extait de PLmartin : ""diskophile"". Pour découvrir les autres albums :
https://t.co/LENZklMide… https://t.co/zYhMaSL5PS",949178129968455680,Phlpp Mchl,phlppmchl
957318993483829248,Sat Jan 27 18:26:48 +0000 2018,RT @norm: They deleted Trump’s twitter? https://t.co/p8GV5KyZIf,509295271,Eddie,Edwardnstuff
957316514520055808,Sat Jan 27 18:16:57 +0000 2018,【ダークサマナー】ダークファンタジーの王道ゲーム！数多のモンスターと最強を目指せ！ AppStore：https://t.co/R97g4LYpuG Google Play：https://t.co/ZSQcKh2ZDX #DarkSummoner_jp,169075125,oq,KAMINARI0815
957320809294454784,Sat Jan 27 18:34:01 +0000 2018,"Google Bulletin: Hyperlocal news, Nextdoor competitor or both?",901058367187300353,lauren,tsassyrov4
957319435836157953,Sat Jan 27 18:28:34 +0000 2018,#NowPlaying Creature by Code D! #discoverunsigned https://t.co/sISmwuRf4m https://t.co/35IxpmP3oJ,911408656117325824,Discover Unsigned,DiscoverUnsign1
957318222738374656,Sat Jan 27 18:23:45 +0000 2018,"RT @yumecast: 【映画公開記念イベント！『映画「文豪ストレイドッグス DEAD APPLE（デッドアップル）」』×『夢色キャスト』コラボ】
２大キャンペーン実施中！ 
①事前登録で豪華報酬プレゼント♪ 
②このツイートをRTで、夢石最大15個や抽選で豪華報酬プレゼン…",700875470762409984,氷翆,shia45tarojiro
957315268161794049,Sat Jan 27 18:12:00 +0000 2018,"NicolasMaduro #SantaRosaliaActiva #SoyComunicadorClap siguenos en:

FACEBOOK ---→ TrabajoYvictoria 
INSTAGRAM --→ claptrabajoyvictoria",870732216070012929,CLAPTrabajoYVictoria,claptrabajoyvi2
957318783684751360,Sat Jan 27 18:25:58 +0000 2018,Pouvaient pas les couper quand il était dedans ? https://t.co/KQ4eCET3uW,872562497492013058,Victor Vautier,VautierVictor
957314935125565445,Sat Jan 27 18:10:41 +0000 2018,SEO対策よりも効果 店舗や会社の施設内ストリートビュー撮影登録 https://t.co/lkdmKahuCD  ◆お問い合わせ TSDgroup 03-3386-6204 https://t.co/Vpyj7AvEUC 杉並区,776960353,ストリートビュー撮影 インスタ集客 TSDgroup,precede_d
957321295645040640,Sat Jan 27 18:35:57 +0000 2018,"RT @SBNation: Never forget the LeBron-DeShawn Stevenson beef, which involved:

- Soulja Boy
- a Jay-Z diss track
- fake Facebook posts
- De…",2758577189,Narrative SZN,DPWEarl
957318116219981825,Sat Jan 27 18:23:19 +0000 2018,"RT @asd_aali112: #الأستاذُ_يهنّئكم_بمولدِ_الحوراءِ
التصدّق بأموال اللقطة
للاطلاع على فتاوى المرجع الأستاذ ( دام ظله ) على الرابط التالي :…",854040039965298692,احمد الانباري,gjroSgFzvuID3j8
957319411748057088,Sat Jan 27 18:28:28 +0000 2018,"RT @mmpadellan: How to watch this year's State of the Union address: DON'T.

Seriously, deny that ratings WHORE trumplethinskin.

Turn ur T…",878246154126753792,Otto Bruun IV,OttoBruunIV
957319811859492865,Sat Jan 27 18:30:03 +0000 2018,"Ampharos (IV: 53%, CP: 112, LVL: -, DSP: ~25m 0s)
https://t.co/tSz1Q2Rkg9
36.17627,-115.03450",843459356582707200,AmpharosBot,AmphyBot
957314072009150465,Sat Jan 27 18:07:15 +0000 2018,"RT @media_budeir: #الاستاذ_المحقق_يزيل_الغموض.
خطيب جمعة آل بدير:رسالة الإسلام أخذت على عاتقها مسؤولية النهوض بدور البناء الحضاري وحفظ نظام…",3321785042,المجتبى العر اقي,fiird989_aliabd
957320726012362752,Sat Jan 27 18:33:41 +0000 2018,"✔Alaunus - Bowties (Prod. Alaunus) by Alaunus✔

https://t.co/x59yMqVcTn

#TwitterBestFandom #BREAKING #hot #Chevy… https://t.co/QiFMfaxCYK",772935096617754624,MusicPromo,AnonMusicPromo
957315005694861312,Sat Jan 27 18:10:58 +0000 2018,RT @freeingthecats: google search: how do I get rid of the empty feeling in my chest so I can hang out with my friends,904388439117836288,Emily★彡,SUGAWARAKOUSHl
957314697522569216,Sat Jan 27 18:09:44 +0000 2018,I posted a new video to Facebook https://t.co/J5PPmwvmD4,3192697364,jun afredo sinaga,edoajo
957319677964931073,Sat Jan 27 18:29:32 +0000 2018,"Apprendre à utiliser les outils Google avec l'extension officielle ""Training for Google Apps"" https://t.co/F1Zo1DAF0m via @BlogModerateur",702605926520508417,Marlyse AKAMBA,AkambaMarlyse
957316865977708545,Sat Jan 27 18:18:21 +0000 2018,"https://t.co/5Jl4xFKHNd
  
Tcore AirDrop #1
   #airdrop #live  #Platform #eth #crypto #Tcore",928541387255173122,Okunola Oluwabunmi,Esthycurt
957315197382905857,Sat Jan 27 18:11:43 +0000 2018,Bank of Stockton Purchases 665 Shares of Facebook Inc $FB https://t.co/jLTPRYCsZf #investing,2743641378,Sleek Money,SleekMoneycom
957318726893916160,Sat Jan 27 18:25:45 +0000 2018,@Ralph_TKAK Any chance that we could get one (or two) facebook live video? For all us who can't be there? 😭,1031274272,Lučka,LuchkaSmith
957316537190404096,Sat Jan 27 18:17:03 +0000 2018,"RT @HelraiserX: ⚡️ “¿Merece la pena descargar Facebook Messenger? Es mejor Facebook Messenger que WhatsApp?  Vota en la encuesta ⬇⬇⬇

https…",957156609410527232,शफ़क बेज़ार,uhyocnllimn2091
957319128938893314,Sat Jan 27 18:27:21 +0000 2018,"RT @CNN: This May 2016 protest in Houston, Texas, was organized by Russian trolls. The troll group promoted and organized two opposing even…",828354020259528710,Tiger Pooka,TigerPooka
